dataset,model,method,seed,split_seed,model_seed,protected_attribute,privileged_group,unprivileged_group,n_train,n_val,n_test,accuracy,f1,spd,eod,disparate_impact,train_time_sec,single_pred_latency_ms,batch_256_latency_ms,implementation_loc_added,implementation_dependencies_added,implementation_hyperparams,implementation_stage,implementation_complexity_score,method_hyperparams,aif360_version,sklearn_version,notes
german,rf,reweighing,65537,65537,65537,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.775,0.8514851485148515,-0.06400259909031836,-0.12249614791987673,0.9226237234878241,0.10370080010034144,2.049849950708449,3.46389994956553,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,rf,dir,65537,65537,65537,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.725,0.8184818481848185,-0.25893437296946065,-0.40369799691833597,0.7003759398496241,0.12728410004638135,2.905450062826276,6.978599936701357,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,rf,eqodds,65537,65537,65537,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.74,0.8243243243243243,-0.08576998050682261,-0.11710323574730352,0.8922888616891065,0.1661080999765545,2.4578000884503126,3.954150015488267,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,lr,baseline,131072,131072,131072,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.795,0.8591065292096219,-0.11988304093567248,0.01926040061633283,0.8458646616541354,0.00412019994109869,0.04329998046159744,0.12479990255087614,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,lr,reweighing,131072,131072,131072,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.77,0.8435374149659864,-0.008447043534762777,0.027734976887519247,0.9890526315789474,0.004423300037160516,0.04349998198449612,0.10065000969916582,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,lr,dir,131072,131072,131072,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.76,0.8356164383561644,-0.028589993502274202,-0.06317411402157158,0.9626485568760611,0.025406799744814634,0.962449936196208,2.3557499516755342,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,lr,eqodds,131072,131072,131072,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.735,0.8072727272727273,-0.021117608836907054,0.1379044684129429,0.9688995215311005,0.0056352997198700905,0.13139995280653238,0.26109989266842604,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,rf,baseline,131072,131072,131072,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.785,0.8561872909698997,-0.07179987004548416,-0.006163328197226536,0.9112093210124547,0.1195930999238044,2.041650004684925,5.206250003539026,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,rf,reweighing,131072,131072,131072,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.795,0.8655737704918033,-0.07634827810266398,-0.04006163328197232,0.9090557275541796,0.12198229995556176,2.365550142712891,3.860750002786517,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,rf,dir,131072,131072,131072,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.77,0.8486842105263158,-0.07017543859649122,-0.12249614791987673,0.9157894736842105,0.15410739998333156,3.318549948744476,8.337050094269216,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,rf,eqodds,131072,131072,131072,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.73,0.815068493150685,-0.028589993502274202,0.07010785824345145,0.9626485568760611,0.11860339972190559,2.444949932396412,4.590800032019615,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,lr,baseline,262144,262144,262144,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.73,0.8071428571428572,-0.24691358024691357,-0.20261941448382126,0.6694214876033058,0.005406299838796258,0.045900000259280205,0.14860008377581835,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,lr,reweighing,262144,262144,262144,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.715,0.7985865724381626,-0.07050032488628977,-0.04083204930662565,0.9032114183764497,0.0076293000020086765,0.05324999801814556,0.17829996068030596,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,lr,dir,262144,262144,262144,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.725,0.8070175438596491,-0.2777777777777778,-0.2195685670261942,0.6428571428571428,0.02263999986462295,0.9791500633582473,2.2684000432491302,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,lr,eqodds,262144,262144,262144,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.655,0.7453874538745388,-0.191358024691358,-0.10092449922958402,0.7232142857142858,0.006512499880045652,0.11244998313486576,0.24335004854947329,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,rf,baseline,262144,262144,262144,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.755,0.8372093023255814,-0.14912280701754388,-0.04314329738058553,0.8210526315789474,0.09570569987408817,1.9697999814525247,3.3447499154135585,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,rf,reweighing,262144,262144,262144,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.745,0.8294314381270903,-0.13677712800519815,-0.08012326656394453,0.8333992876929165,0.09766920004040003,1.9765498582273722,3.8972001057118177,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,rf,dir,262144,262144,262144,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.76,0.84,-0.2079272254710851,-0.09707241910631736,0.7523219814241486,0.13379029999487102,2.913899952545762,5.349950050003827,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,rf,eqodds,262144,262144,262144,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.745,0.8316831683168316,-0.09649122807017552,-0.04314329738058553,0.8842105263157893,0.09965129964984953,2.0453999750316143,3.6422499688342214,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,lr,baseline,524288,524288,524288,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.81,0.8716216216216216,-0.2807017543859649,-0.12249614791987673,0.6631578947368422,0.004939900012686849,0.04939991049468517,0.1512001035735011,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,lr,reweighing,524288,524288,524288,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.81,0.8707482993197279,-0.10591293047433392,0.04776579352850541,0.8659539473684211,0.004554299870505929,0.04810001701116562,0.1735000405460596,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,lr,dir,524288,524288,524288,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.79,0.8581081081081081,-0.31319038336582194,-0.21340523882896767,0.6269349845201239,0.02528059994801879,0.982399913482368,2.210250007919967,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,lr,eqodds,524288,524288,524288,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.65,0.7286821705426356,0.05133203378817408,0.22804314329738062,1.0884658454647256,0.005402500042691827,0.11150003410875797,0.235849991440773,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,rf,baseline,524288,524288,524288,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.77,0.8496732026143791,-0.179987004548408,-0.07704160246533132,0.7917293233082707,0.09645659988746047,1.982149900868535,3.438649931922555,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,rf,reweighing,524288,524288,524288,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.78,0.8552631578947368,-0.16764132553606237,-0.07704160246533132,0.8032036613272311,0.10670550004579127,2.009649993851781,3.451199969276786,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,rf,dir,524288,524288,524288,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.755,0.8382838283828383,-0.2914230019493177,-0.21340523882896767,0.6651735722284435,0.11951559991575778,2.9059500666335225,5.800300044938922,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,rf,eqodds,524288,524288,524288,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.775,0.8534201954397395,-0.1536712150747238,-0.0315870570107859,0.8221804511278196,0.10321499989368021,2.0574999507516623,3.5518499789759517,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,lr,baseline,1048576,1048576,1048576,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.68,0.7837837837837838,-0.11825860948667966,-0.12018489984591674,0.8526315789473684,0.004497499903663993,0.04369998350739479,0.15790003817528486,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,lr,reweighing,1048576,1048576,1048576,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.685,0.7878787878787878,0.03801169590643272,0.08705701078582428,1.0488721804511278,0.003887399798259139,0.043800100684165955,0.1674499362707138,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,lr,dir,1048576,1048576,1048576,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.705,0.8039867109634552,-0.14912280701754388,-0.05469953775038516,0.8210526315789474,0.019358000019565225,0.9732500184327364,2.1965999621897936,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,lr,eqodds,1048576,1048576,1048576,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.61,0.7089552238805971,0.05458089668615984,0.05778120184899849,1.0866873065015479,0.006937199970707297,0.11180015280842781,0.27944997418671846,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,rf,baseline,1048576,1048576,1048576,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.715,0.8143322475570033,-0.023716699155295617,-0.034668721109399114,0.971749226006192,0.11010299995541573,2.0656000124290586,3.657699911855161,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,rf,reweighing,1048576,1048576,1048576,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.735,0.8273615635179153,-0.023716699155295617,0.056240369799691825,0.971749226006192,0.12661430006846786,1.975049963220954,3.293600049801171,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,rf,dir,1048576,1048576,1048576,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.705,0.8052805280528053,-0.19395711500974655,-0.2249614791987674,0.7723112128146453,0.11016200017184019,3.107900032773614,5.5628998670727015,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,rf,eqodds,1048576,1048576,1048576,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.655,0.7722772277227723,0.0009746588693957392,0.03312788906009245,1.0011961722488039,0.09830690012313426,2.0858999341726303,5.247150082141161,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,lr,baseline,2097152,2097152,2097152,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.715,0.8054607508532423,-0.09974009096816117,-0.08320493066255785,0.8727724823870701,0.004517000168561935,0.04349998198449612,0.10199984535574913,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,lr,reweighing,2097152,2097152,2097152,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.71,0.8013698630136986,0.036387264457439894,0.03312788906009245,1.0483175150992234,0.0038520998787134886,0.045000109821558,0.09395007509738207,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,lr,dir,2097152,2097152,2097152,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.735,0.822742474916388,-0.20175438596491235,-0.23343605546995383,0.7578947368421052,0.021108200075104833,0.9647499537095428,2.1892499644309282,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,lr,eqodds,2097152,2097152,2097152,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.65,0.7482014388489209,-0.007147498375568495,0.035439137134052334,0.9896616541353385,0.00600850023329258,0.1121999230235815,0.23769994731992483,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,rf,baseline,2097152,2097152,2097152,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.775,0.8571428571428571,-0.008122157244964234,-0.01155624036979963,0.9907338769458859,0.10158749995753169,1.9626000430434942,3.437550039961934,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,rf,reweighing,2097152,2097152,2097152,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.755,0.842443729903537,-0.015919428200130037,-0.0315870570107859,0.9814464218099204,0.11711789993569255,2.1493000676855445,3.6440498661249876,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,rf,dir,2097152,2097152,2097152,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.78,0.8580645161290322,-0.13970110461338536,-0.10246533127889057,0.8406226834692364,0.10994480014778674,3.1177500495687127,6.015599938109517,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,rf,eqodds,2097152,2097152,2097152,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.745,0.8305647840531561,0.07829759584145557,0.07318952234206477,1.0990953947368423,0.1136525000911206,2.3652500240132213,3.5349001409485936,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,lr,baseline,4194304,4194304,4194304,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.74,0.8169014084507042,-0.17413905133203378,-0.12018489984591674,0.7687661777394306,0.005173499928787351,0.04350021481513977,0.09850005153566599,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,lr,reweighing,4194304,4194304,4194304,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.715,0.8,0.014619883040935644,-0.04930662557781207,1.020242914979757,0.004302800167351961,0.04339986480772495,0.11495000217109919,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,lr,dir,4194304,4194304,4194304,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.73,0.8111888111888111,-0.08901884340480826,-0.12018489984591674,0.8808177468464551,0.028273700270801783,1.4058001106604934,3.2257999991998076,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,lr,eqodds,4194304,4194304,4194304,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.715,0.8013937282229965,-0.030214424951267027,-0.05778120184899849,0.9592105263157895,0.014480899786576629,0.1898000482469797,0.4657000536099076,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,rf,baseline,4194304,4194304,4194304,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.745,0.8327868852459016,-0.011371020142949995,-0.10554699537750378,0.9862529457973291,0.1447596000507474,2.6910000015050173,11.570250033400953,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,rf,reweighing,4194304,4194304,4194304,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.755,0.8361204013377926,-0.07179987004548416,-0.19645608628659472,0.9112093210124547,0.1956310998648405,3.5657499684020877,4.038400016725063,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,rf,dir,4194304,4194304,4194304,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.715,0.8093645484949833,-0.26673164392462634,-0.32434514637904466,0.6845946984248944,0.12911069998517632,2.965099993161857,6.051099975593388,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,rf,eqodds,4194304,4194304,4194304,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.74,0.8300653594771242,0.014944769330734187,-0.10554699537750378,1.0180675569520816,0.10499169980175793,2.0512499613687396,3.526299959048629,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,lr,baseline,8388608,8388608,8388608,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.73,0.8111888111888111,-0.05653021442495121,-0.012326656394452962,0.9236842105263159,0.006090100156143308,0.04369998350739479,0.11144997552037239,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,lr,reweighing,8388608,8388608,8388608,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.73,0.8125,0.06107862248213125,0.03312788906009245,1.0838537020517396,0.005048099905252457,0.04339986480772495,0.13335002586245537,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,lr,dir,8388608,8388608,8388608,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.74,0.821917808219178,-0.06107862248213125,0.007704160246533087,0.9208421052631579,0.019011700293049216,1.0514500318095088,2.200299990363419,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,lr,eqodds,8388608,8388608,8388608,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.72,0.8055555555555556,-0.003898635477582846,-0.012326656394452962,0.9947368421052631,0.00820019980892539,0.11845014523714781,0.2686500083655119,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,rf,baseline,8388608,8388608,8388608,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.74,0.8243243243243243,-0.08576998050682261,-0.06317411402157158,0.8922888616891065,0.11280510015785694,2.2056001471355557,4.212600062601268,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,rf,reweighing,8388608,8388608,8388608,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.765,0.8417508417508418,-0.09194282001299547,-0.08859784283513095,0.8854251012145749,0.10639620013535023,3.662200062535703,6.062450003810227,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,rf,dir,8388608,8388608,8388608,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.74,0.825503355704698,-0.19558154645873949,-0.12557781201849005,0.7635506677140612,0.21805960009805858,5.172649980522692,9.576499927788973,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,rf,eqodds,8388608,8388608,8388608,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.67,0.7642857142857142,0.01299545159194282,0.06394453004622502,1.0186306474149978,0.18446689983829856,3.5909999860450625,7.061599986627698,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,lr,baseline,16777216,16777216,16777216,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.73,0.8125,-0.1663417803768681,-0.1825885978428352,0.7844210526315789,0.005876499926671386,0.08205010090023279,0.22825004998594522,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,lr,reweighing,16777216,16777216,16777216,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.75,0.8263888888888888,-0.036387264457439894,-0.03775038520801233,0.9512831665941713,0.01366810011677444,0.0809000339359045,0.15454995445907116,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,lr,dir,16777216,16777216,16777216,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.72,0.8028169014084507,-0.20662768031189083,-0.2650231124807396,0.7278562259306803,0.028168999822810292,1.058399910107255,2.185900113545358,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,lr,eqodds,16777216,16777216,16777216,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.625,0.7368421052631579,-0.1478232618583496,-0.08089368258859786,0.8037100949094046,0.0061916999984532595,0.12245005927979946,0.361250014975667,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,rf,baseline,16777216,16777216,16777216,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.755,0.8403908794788274,-0.056205328135152666,-0.014637904468412954,0.933538225124856,0.152676000026986,3.9909500628709793,7.066600024700165,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,rf,reweighing,16777216,16777216,16777216,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.75,0.8366013071895425,-0.01754385964912286,0.04776579352850541,0.9789473684210526,0.22535949992015958,3.6073499359190464,7.814000127837062,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,rf,dir,16777216,16777216,16777216,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.765,0.8488745980707395,-0.17836257309941517,-0.09399075500770415,0.799342105263158,0.1915799998678267,4.892350058071315,10.140349972061813,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,rf,eqodds,16777216,16777216,16777216,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.675,0.7882736156351792,-0.056205328135152666,0.0531587057010785,0.933538225124856,0.1992552001029253,3.8702499587088823,5.832500057294965,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,lr,baseline,33554432,33554432,33554432,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.745,0.8210526315789474,-0.3102664067576349,-0.12865947611710327,0.6042271031910484,0.004747300175949931,0.07354991976171732,0.1714500831440091,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,lr,reweighing,33554432,33554432,33554432,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.745,0.8247422680412371,-0.022417153996101447,0.11556240369799697,0.9704749679075737,0.004878500010818243,0.07759989239275455,0.1385500654578209,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,lr,dir,33554432,33554432,33554432,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.725,0.8096885813148789,-0.30246913580246915,-0.2904468412942989,0.6230769230769231,0.030339700169861317,1.6967999981716275,3.7241498939692974,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,lr,eqodds,33554432,33554432,33554432,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.675,0.7653429602888087,-0.2608836907082522,-0.035439137134052334,0.6448474126492701,0.006614600075408816,0.16734993550926447,0.4772499669343233,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,rf,baseline,33554432,33554432,33554432,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.775,0.8494983277591973,-0.1042884990253411,-0.05161787365177195,0.8720095693779905,0.15414460003376007,3.502400009892881,7.675050059333444,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,rf,reweighing,33554432,33554432,33554432,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.76,0.84,-0.07797270955165692,-0.04314329738058553,0.9043062200956937,0.24764600000344217,4.949699970893562,6.932949996553361,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,rf,dir,33554432,33554432,33554432,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.755,0.835016835016835,-0.35185185185185186,-0.24191063174114025,0.5869565217391304,0.20428869989700615,4.600499989464879,8.336349972523749,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,rf,eqodds,33554432,33554432,33554432,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.755,0.835016835016835,-0.09194282001299547,-0.026194144838212585,0.8854251012145749,0.11892499984242022,2.5010500103235245,4.311250057071447,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,lr,baseline,67108864,67108864,67108864,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.765,0.8373702422145328,-0.23749187784275494,-0.32434514637904466,0.6994243421052633,0.005530500086024404,0.058399979025125504,0.18634996376931667,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,lr,reweighing,67108864,67108864,67108864,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.77,0.8413793103448276,-0.14619883040935677,-0.17103235747303547,0.8120300751879699,0.005880899960175157,0.0491999089717865,0.14034996274858713,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,lr,dir,67108864,67108864,67108864,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.76,0.8344827586206897,-0.2436647173489278,-0.32434514637904466,0.6940024479804162,0.028631400084123015,1.3155500637367368,3.6109999055042863,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,lr,eqodds,67108864,67108864,67108864,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.755,0.8327645051194539,-0.1322287199480181,-0.27889060092449924,0.8326480263157896,0.011508299969136715,0.1246999017894268,0.31415000557899475,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,rf,baseline,67108864,67108864,67108864,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.78,0.8580645161290322,-0.07472384665367116,0.005392912172573205,0.9135338345864662,0.13934789993800223,2.327699912711978,4.822549992240965,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,rf,reweighing,67108864,67108864,67108864,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.785,0.86084142394822,-0.10103963612735534,0.005392912172573205,0.8830827067669174,0.1278597000055015,2.2670000325888395,4.2790500447154045,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
german,rf,dir,67108864,67108864,67108864,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.785,0.8599348534201955,-0.2186484730344379,-0.14791987673343598,0.7505559673832469,0.11844429979100823,3.685350180603564,6.937950034625828,24,1,2,preprocessing,3,"repair_level=1.0,n_quantiles=101,train_only_fit=True",0.6.1,1.5.2,german_extended_30seeds
german,rf,eqodds,67108864,67108864,67108864,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.73,0.8246753246753247,-0.06237816764132553,0.056240369799691825,0.9267734553775744,0.1527052002493292,2.5092499563470483,3.79804999101907,22,0,0,postprocessing,3,fit_on=validation,0.6.1,1.5.2,german_extended_30seeds
german,lr,baseline,134217728,134217728,134217728,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.77,0.847682119205298,-0.025341130604288442,-0.006163328197226536,0.9688995215311006,0.010165999876335263,0.07140007801353931,0.16910000704228878,0,0,0,none,1,,0.6.1,1.5.2,german_extended_30seeds
german,lr,reweighing,134217728,134217728,134217728,age,[{'age': 1.0}],[{'age': 0.0}],600,200,200,0.765,0.8438538205980066,0.04580896686159841,0.056240369799691825,1.0575275397796817,0.007358599919825792,0.04879990592598915,0.12229999992996454,6,0,0,preprocessing,2,,0.6.1,1.5.2,german_extended_30seeds
